timestamp,TP9,AF7,AF8,TP10,Right AUX
1510188443724.3804,-29.78515625,28.80859375,17.578125,-90.33203125,4.39453125
1510188443728.2866,61.03515625,30.2734375,16.11328125,354.00390625,22.94921875
1510188443732.1929,-0.48828125,32.2265625,17.578125,208.984375,13.18359375
1510188443736.099,-107.421875,31.73828125,16.6015625,-288.0859375,-20.01953125
1510188443740.0054,-46.875,30.2734375,15.13671875,-180.17578125,-8.7890625
1510188443743.9116,69.3359375,33.69140625,17.08984375,295.8984375,56.640625
1510188443747.8179,56.640625,35.64453125,18.5546875,352.5390625,59.5703125
1510188443751.724,-80.078125,35.64453125,16.11328125,-166.015625,-12.6953125
1510188443755.6304,-70.80078125,34.66796875,15.625,-260.7421875,-9.27734375
1510188443759.5366,45.41015625,31.25,16.11328125,160.15625,12.6953125
1510188443763.4429,86.9140625,33.203125,14.6484375,419.921875,44.921875
1510188443767.349,-39.55078125,36.62109375,18.06640625,20.5078125,53.7109375
1510188443799.4512,-94.7265625,35.64453125,20.01953125,-295.41015625,-7.8125
1510188443803.3574,18.06640625,33.203125,15.13671875,19.53125,-13.671875
1510188443807.2637,102.05078125,30.76171875,11.71875,402.34375,9.765625
1510188443811.17,-0.48828125,31.73828125,12.6953125,137.6953125,4.39453125
1510188443815.0762,-102.5390625,31.25,11.71875,-296.38671875,-19.04296875
1510188443818.9824,-21.484375,29.296875,11.71875,-125.48828125,-52.734375
1510188443822.8887,84.9609375,30.76171875,11.71875,321.2890625,-27.34375
1510188443826.795,25.87890625,31.25,15.13671875,285.15625,7.32421875
1510188443830.7012,-104.00390625,30.76171875,19.53125,-217.28515625,-52.734375
1510188443834.6074,-54.6875,29.296875,17.578125,-228.02734375,-91.796875
1510188443838.5137,61.03515625,29.78515625,13.18359375,240.234375,6.8359375
1510188443842.42,63.96484375,30.76171875,11.23046875,402.83203125,36.1328125
1510188443829.452,-74.21875,31.73828125,15.625,-102.05078125,10.25390625
1510188443833.3582,-85.9375,32.71484375,18.06640625,-299.31640625,-8.30078125
1510188443837.2644,23.4375,28.3203125,14.16015625,119.62890625,11.71875
1510188443841.1707,76.66015625,26.85546875,9.27734375,427.734375,49.8046875
1510188443845.077,-37.109375,31.25,7.8125,39.55078125,32.71484375
1510188443848.9832,-110.3515625,31.73828125,10.7421875,-328.61328125,-14.6484375
1510188443852.8894,-15.13671875,30.2734375,8.30078125,-55.17578125,-28.3203125
1510188443856.7957,78.61328125,31.73828125,12.20703125,381.34765625,11.23046875
1510188443860.702,-13.18359375,32.71484375,16.6015625,175.78125,1.953125
1510188443864.6082,-126.46484375,29.78515625,35.64453125,-293.9453125,12.6953125
1510188443868.5144,-45.8984375,28.3203125,49.8046875,-150.87890625,24.4140625
1510188443872.4207,69.82421875,29.78515625,34.66796875,320.3125,39.0625
1510188443874.484,31.73828125,27.83203125,33.69140625,305.17578125,40.52734375
1510188443878.3901,-97.16796875,23.4375,38.57421875,-225.5859375,-20.5078125
1510188443882.2964,-58.59375,30.76171875,30.76171875,-242.67578125,-8.30078125
1510188443886.2026,48.33984375,40.0390625,17.578125,213.37890625,67.3828125
1510188443890.109,65.91796875,42.96875,18.06640625,378.41796875,50.78125
1510188443894.0151,-62.98828125,46.875,16.11328125,-102.5390625,-2.9296875
1510188443897.9214,-96.19140625,48.33984375,6.8359375,-318.359375,5.37109375
1510188443901.8276,17.08984375,45.41015625,1.953125,63.4765625,-14.6484375
1510188443905.734,85.44921875,43.45703125,2.44140625,383.30078125,-16.6015625
1510188443909.6401,-32.2265625,47.36328125,3.90625,28.80859375,12.6953125
1510188443913.5464,-109.375,46.38671875,3.41796875,-323.73046875,-2.44140625
1510188443917.4526,-14.6484375,43.9453125,5.859375,-57.6171875,-34.66796875
1510188443919.5566,72.75390625,44.43359375,4.8828125,362.3046875,57.6171875
1510188443923.463,-6.34765625,41.9921875,15.13671875,201.66015625,95.703125
1510188443927.3691,-125.9765625,41.9921875,30.2734375,-281.73828125,10.25390625
1510188443931.2754,-59.08203125,42.48046875,23.4375,-192.3828125,-3.41796875
1510188443935.1816,56.15234375,40.52734375,13.671875,272.94921875,59.5703125
1510188443939.088,38.0859375,37.59765625,13.18359375,324.21875,62.5
1510188443942.9941,-94.7265625,38.57421875,9.765625,-191.89453125,25.87890625
1510188443946.9004,-73.73046875,40.0390625,5.37109375,-282.71484375,-19.04296875
1510188443950.8066,43.45703125,56.640625,4.8828125,138.18359375,-41.9921875
1510188443954.713,75.68359375,65.91796875,0.48828125,389.16015625,29.78515625
1510188443958.6191,-55.17578125,50.78125,0.48828125,-22.4609375,32.2265625
1510188443962.5254,-98.14453125,46.38671875,2.9296875,-316.40625,-2.9296875
1510188443964.5872,15.13671875,48.33984375,1.953125,20.99609375,15.625
1510188443968.4934,90.8203125,42.96875,0.9765625,396.97265625,27.83203125
1510188443972.3997,-17.578125,38.57421875,8.30078125,116.2109375,22.94921875
1510188443976.306,-111.81640625,39.0625,9.765625,-318.359375,28.80859375
1510188443980.2122,-29.78515625,35.64453125,5.859375,-112.3046875,23.4375
1510188443984.1184,61.5234375,31.73828125,4.39453125,349.609375,17.578125
1510188443988.0247,-5.37109375,33.203125,3.90625,238.28125,44.921875
1510188443991.931,-133.30078125,36.62109375,7.8125,-282.71484375,-14.6484375
1510188443995.8372,-75.1953125,36.1328125,10.7421875,-244.62890625,-29.296875
1510188443999.7434,45.8984375,33.69140625,6.34765625,269.04296875,47.8515625
1510188444003.6497,33.203125,30.76171875,7.8125,378.90625,41.9921875
1510188444007.556,-102.5390625,33.69140625,12.20703125,-153.80859375,26.85546875
1510188444009.6113,-95.21484375,35.15625,10.25390625,-295.8984375,31.25
1510188444013.5176,20.5078125,37.109375,8.30078125,138.18359375,49.8046875
1510188444017.4238,62.5,38.0859375,7.8125,406.25,73.73046875
1510188444021.33,-51.26953125,35.15625,11.23046875,-22.94921875,34.66796875
1510188444025.2363,-93.75,36.62109375,10.25390625,-330.078125,-21.484375
1510188444029.1426,4.8828125,37.109375,6.8359375,14.16015625,8.7890625
1510188444033.0488,83.49609375,37.109375,6.34765625,400.87890625,42.96875
1510188444036.955,-9.27734375,41.015625,7.32421875,103.515625,-5.859375
1510188444040.8613,-107.421875,39.0625,7.8125,-317.87109375,-10.25390625
1510188444044.7676,-40.52734375,35.15625,4.8828125,-107.91015625,-17.08984375
1510188444048.6738,53.7109375,40.0390625,4.39453125,327.1484375,19.04296875
1510188444052.58,13.671875,42.96875,9.27734375,267.08984375,56.15234375
1510188444054.6953,-122.55859375,38.0859375,12.20703125,-240.72265625,13.671875
1510188444058.6016,-81.54296875,33.69140625,15.625,-232.91015625,-25.390625
1510188444062.5078,37.109375,37.109375,13.18359375,227.05078125,-10.25390625
1510188444066.414,32.71484375,42.48046875,3.41796875,370.1171875,38.57421875
1510188444070.3203,-96.6796875,44.921875,3.90625,-115.234375,12.20703125
1510188444074.2266,-101.07421875,38.0859375,8.7890625,-308.10546875,1.46484375
1510188444078.1328,12.20703125,34.1796875,9.765625,82.51953125,16.6015625
1510188444082.039,70.80078125,34.66796875,7.8125,373.046875,8.7890625
1510188444085.9453,-42.96875,32.2265625,8.30078125,21.97265625,13.671875
1510188444089.8516,-110.3515625,32.71484375,8.7890625,-318.84765625,-2.44140625
1510188444093.7578,-14.16015625,35.64453125,4.8828125,-43.45703125,-22.4609375
1510188444097.664,71.2890625,34.66796875,1.953125,379.39453125,22.4609375
1510188444099.3662,-7.8125,34.1796875,4.8828125,185.05859375,79.1015625
1510188444103.2725,-110.3515625,37.109375,8.7890625,-279.296875,1.953125
1510188444107.1787,-36.62109375,35.64453125,6.8359375,-157.71484375,-11.71875
1510188444111.085,69.82421875,30.2734375,4.8828125,328.125,41.50390625
1510188444114.9912,36.1328125,31.25,5.859375,347.65625,33.203125
1510188444118.8975,-97.16796875,34.66796875,8.7890625,-168.9453125,13.671875
1510188444122.8037,-71.2890625,34.1796875,6.8359375,-236.81640625,16.6015625
1510188444126.71,39.0625,34.66796875,2.44140625,213.37890625,29.78515625
1510188444130.6162,49.8046875,37.109375,1.46484375,433.10546875,51.26953125
1510188444134.5225,-85.44921875,37.109375,5.859375,-47.36328125,28.80859375
1510188444138.4287,-118.1640625,31.25,5.859375,-303.22265625,-21.484375
1510188444142.335,-10.7421875,29.296875,2.9296875,91.30859375,-1.953125
1510188444159.407,55.17578125,30.76171875,3.41796875,450.1953125,62.98828125
1510188444163.3132,-53.7109375,27.83203125,4.39453125,89.84375,77.63671875
1510188444167.2195,-123.53515625,28.80859375,5.37109375,-299.31640625,15.625
1510188444171.1257,-28.3203125,30.76171875,7.32421875,-28.80859375,10.25390625
1510188444175.032,68.84765625,28.3203125,8.30078125,412.109375,20.5078125
1510188444178.9382,8.30078125,31.73828125,10.25390625,234.375,26.85546875
1510188444182.8445,-99.12109375,37.109375,14.6484375,-257.8125,42.96875
1510188444186.7507,-34.66796875,34.1796875,12.6953125,-132.32421875,32.2265625
1510188444190.657,72.75390625,30.2734375,11.23046875,351.5625,34.66796875
1510188444194.5632,52.734375,32.2265625,14.16015625,358.3984375,41.015625
1510188444198.4695,-79.58984375,46.875,15.13671875,-176.26953125,3.90625
1510188444202.3757,-63.4765625,61.03515625,13.671875,-241.69921875,-36.62109375
1510188444204.4414,45.8984375,48.828125,11.71875,200.1953125,-7.32421875
1510188444208.3477,76.66015625,35.64453125,11.23046875,418.45703125,-4.39453125
1510188444212.254,-46.875,32.71484375,11.23046875,-24.90234375,-0.9765625
1510188444216.1602,-92.7734375,31.25,12.6953125,-301.7578125,-4.39453125
1510188444220.0664,8.7890625,30.76171875,15.13671875,34.1796875,0.48828125
1510188444223.9727,81.54296875,31.25,13.671875,401.3671875,24.90234375
1510188444227.879,-20.99609375,32.2265625,13.18359375,93.26171875,12.6953125
1510188444231.7852,-107.91015625,37.59765625,13.671875,-316.89453125,7.32421875
1510188444235.6914,-21.97265625,35.15625,13.671875,-93.75,-9.765625
1510188444239.5977,68.359375,32.71484375,11.71875,324.21875,2.9296875
1510188444243.504,5.859375,36.62109375,11.71875,232.421875,35.15625
1510188444247.4102,-111.81640625,37.59765625,14.16015625,-246.09375,0.9765625
1510188444264.482,-56.15234375,34.66796875,12.6953125,-211.42578125,2.9296875
1510188444268.3882,58.59375,31.73828125,8.30078125,245.60546875,11.23046875
1510188444272.2944,55.6640625,34.66796875,5.859375,351.07421875,17.08984375
1510188444276.2007,-77.1484375,39.55078125,7.32421875,-131.8359375,24.90234375
1510188444280.107,-72.75390625,38.57421875,7.8125,-280.76171875,-2.44140625
1510188444284.0132,39.55078125,38.57421875,6.34765625,124.51171875,20.99609375
1510188444287.9194,78.61328125,41.50390625,4.39453125,400.390625,44.921875
1510188444291.8257,-42.48046875,38.57421875,4.39453125,6.8359375,53.22265625
1510188444295.732,-97.65625,37.59765625,3.41796875,-334.9609375,36.62109375
1510188444299.6382,4.39453125,40.0390625,-0.48828125,-35.15625,23.92578125
1510188444303.5444,86.42578125,38.0859375,-0.48828125,405.76171875,57.6171875
1510188444307.4507,-12.6953125,34.1796875,5.37109375,151.85546875,36.62109375
1510188444294.504,-112.3046875,34.1796875,11.71875,-303.22265625,-2.9296875
1510188444298.4102,-32.71484375,32.71484375,12.20703125,-117.1875,-19.53125
1510188444302.3164,72.265625,29.296875,7.32421875,339.84375,0.48828125
1510188444306.2227,24.90234375,31.25,8.7890625,279.296875,26.85546875
